,Credit_History,Total_Income,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_3,Dependents_0,Dependents_1,Dependents_2,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,EMI,Balance Income
504,1.0,5297.0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,12.164400000000002,-6867.4000000000015
505,1.0,7926.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,23.8383,-15912.3
506,1.0,27500.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,47.088,-19588.0
507,1.0,3583.0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,9.4176,-5834.6
508,1.0,5492.0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,18.4428,-12950.8
509,1.0,13262.0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,3.924,9338.0
510,1.0,4885.0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,9.81,-4925.0
511,1.0,8069.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,24.525000000000002,-16456.000000000004
512,1.0,5318.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,14.5188,-9200.800000000001
513,1.0,8796.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,6.867000000000001,1928.999999999999
514,1.0,9481.0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,30.509099999999997,-21028.099999999995
515,1.0,6894.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,14.715,-7821.0
516,1.0,3663.0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,11.085300000000002,-7422.300000000001
517,0.0,4874.0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,12.066300000000002,-7192.300000000001
518,1.0,6598.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,18.1485,-11550.5
519,1.0,3400.0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,9.3195,-5919.5
520,1.0,3934.0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,4.4145,-480.5
521,1.0,2500.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,5.395500000000001,-2895.500000000001
522,1.0,7101.0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,9.81,-2709.0
523,1.0,15114.0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,47.088,-31974.0
524,1.0,6767.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,12.5568,-5789.800000000001
525,1.0,17500.0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,39.24,-21740.0
526,1.0,3775.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,10.791000000000002,-7016.000000000002
527,0.0,6715.0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,15.794100000000002,-9079.100000000002
528,1.0,3981.0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,9.2214,-5240.4
529,1.0,6783.0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,12.753,-5970.0
530,1.0,6525.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,21.1896,-14664.599999999999
531,1.0,4281.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,9.81,-5529.0
532,0.0,3588.0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,10.791000000000002,-7203.000000000002
533,1.0,11250.0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,19.2276,-7977.5999999999985
534,1.0,18165.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,12.262500000000001,5902.499999999998
535,1.0,4592.0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,12.360600000000002,-7768.600000000002
536,1.0,10039.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,31.784400000000005,-21745.400000000005
537,1.0,3617.0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,10.4967,-6879.700000000001
538,1.0,3453.0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,6.4746,-3021.5999999999995
539,1.0,6417.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,15.401699999999998,-8984.699999999999
540,1.0,7453.0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,13.734000000000002,-6281.000000000002
541,0.0,2138.0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,9.711900000000002,-7573.9000000000015
542,1.0,3652.0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,9.3195,-5667.5
543,1.0,4763.0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,12.5568,-7793.800000000001
544,1.0,3680.0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,10.0062,-6326.199999999999
545,1.0,4718.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,15.205499999999999,-10487.499999999998
546,1.0,3358.0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,7.847999999999998,-4489.999999999998
547,1.0,4309.0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,14.224499999999999,-9915.499999999998
548,0.0,5000.0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,10.1043,-5104.300000000001
549,1.0,4801.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,10.791000000000002,-5990.000000000002
550,0.0,6633.0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,12.5568,-5923.800000000001
551,1.0,4867.0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,12.5568,-7689.800000000001
552,1.0,6583.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,15.4998,-8916.800000000001
553,0.0,4787.0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,17.7561,-12969.099999999999
554,0.0,7859.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,12.9492,-5090.199999999999
555,1.0,6500.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,2.5505999999999998,3949.4
556,1.0,4292.0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8.2404,-3948.3999999999996
557,1.0,10139.0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,25.506,-15367.0
558,1.0,6556.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,15.892200000000003,-9336.200000000003
559,1.0,6486.0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,17.8542,-11368.199999999997
560,1.0,3917.0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,10.5948,-6677.799999999999
561,1.0,19484.0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,58.86,-39376.0
562,1.0,7977.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,20.6991,-12722.100000000002
563,1.0,5800.0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,12.9492,-7149.199999999999
564,0.0,8799.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,25.3098,-16510.8
565,1.0,4467.0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,11.772,-7305.0
566,1.0,3333.0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,6.867000000000001,-3534.000000000001
567,0.0,5900.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,12.066300000000002,-6166.300000000001
568,1.0,2378.0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0.8829,1495.1
569,0.0,5230.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,10.202399999999999,-4972.4
570,1.0,5167.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,18.2466,-13079.600000000002
571,0.0,6567.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,16.186500000000002,-9619.500000000002
572,1.0,16666.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,26.9775,-10311.5
573,1.0,7750.0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,18.3447,-10594.7
574,1.0,6406.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,14.715,-8309.0
575,1.0,3620.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,10.5948,-6974.799999999999
576,0.0,5297.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,13.3416,-8044.6
577,1.0,5968.0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,10.791000000000002,-4823.000000000002
578,1.0,4014.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,10.4967,-6482.700000000001
579,1.0,6099.0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,15.794100000000002,-9695.100000000002
580,1.0,6540.0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,20.110500000000002,-13570.5
581,1.0,35673.0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,8.829,26844.0
582,1.0,3166.0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,3.5316,-365.5999999999999
583,1.0,1880.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,5.9841000000000015,-4104.100000000001
584,0.0,4704.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,14.3226,-9618.6
585,1.0,7283.0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,16.8732,-9590.2
586,1.0,3819.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,10.202399999999999,-6383.4
587,1.0,2165.0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,6.867000000000001,-4702.000000000001
588,1.0,4750.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,9.2214,-4471.4
589,0.0,2726.0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,10.3986,-7672.6
590,1.0,6416.0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,5.4936,922.4000000000005
591,1.0,6000.0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,20.110500000000002,-14110.5
592,1.0,9357.0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,28.6452,-19288.2
593,1.0,7159.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,13.930200000000001,-6771.200000000001
594,1.0,16120.0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,25.506,-9386.0
595,1.0,3833.0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,10.791000000000002,-6958.000000000002
596,1.0,7383.0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,18.3447,-10961.7
597,0.0,2987.0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,8.6328,-5645.799999999999
598,1.0,9963.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,17.658,-7695.0
599,1.0,5780.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,18.8352,-13055.2
600,1.0,42083.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,34.335,7748.0
601,1.0,5686.0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,15.205499999999999,-9519.499999999998
602,1.0,5703.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,12.5568,-6853.800000000001
603,1.0,7977.0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,16.873199999999997,-8896.199999999997
604,1.0,12000.0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,48.65760000000001,-36657.600000000006
605,1.0,6200.0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,12.556799999999999,-6356.799999999999
606,1.0,5900.0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,16.9713,-11071.3
607,1.0,5398.0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,15.401700000000002,-10003.700000000003
608,1.0,5182.0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,10.5948,-5412.799999999999
609,1.0,2900.0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,6.9651000000000005,-4065.1000000000004
610,1.0,4106.0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3.9239999999999995,182.00000000000045
611,1.0,8312.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,24.819300000000002,-16507.300000000003
612,1.0,7583.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,18.3447,-10761.7
613,0.0,4583.0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,13.047299999999998,-8464.299999999997
